stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
15,3,1,1,1,7,7,7,3,0,1,1,3,7,10,1,1,0,0,5,2,6,3,0,0,1,3,6,False,False
13,2,1,1,1,6,5,12,2,1,0,1,6,4,6,3,0,0,1,3,6,15,3,1,1,1,7,7,False,True
14,3,1,0,1,7,6,12,2,1,0,1,6,4,7,3,0,1,1,3,7,15,3,1,1,1,7,7,False,True
0,0,0,0,0,0,0,3,1,0,1,0,1,3,13,2,1,1,1,6,5,11,1,1,1,0,5,3,False,False
1,0,0,1,0,0,1,3,1,0,1,0,1,3,8,0,1,0,0,4,0,15,3,1,1,1,7,7,False,False
2,1,0,0,0,1,2,7,3,0,1,1,3,7,9,0,1,1,0,4,1,14,3,1,0,1,7,6,False,False
14,3,1,0,1,7,6,13,2,1,1,1,6,5,8,0,1,0,0,4,0,2,1,0,0,0,1,2,True,False
7,3,0,1,1,3,7,14,3,1,0,1,7,6,15,3,1,1,1,7,7,5,2,0,1,1,2,5,True,True
0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,0,0,1,0,0,1,3,1,0,1,0,1,3,True,True
13,2,1,1,1,6,5,10,1,1,0,0,5,2,3,1,0,1,0,1,3,14,3,1,0,1,7,6,False,True
14,3,1,0,1,7,6,13,2,1,1,1,6,5,2,1,0,0,0,1,2,1,0,0,1,0,0,1,False,False
12,2,1,0,1,6,4,7,3,0,1,1,3,7,10,1,1,0,0,5,2,6,3,0,0,1,3,6,False,False
11,1,1,1,0,5,3,4,2,0,0,1,2,4,12,2,1,0,1,6,4,14,3,1,0,1,7,6,False,True
3,1,0,1,0,1,3,3,1,0,1,0,1,3,3,1,0,1,0,1,3,9,0,1,1,0,4,1,True,False
7,3,0,1,1,3,7,14,3,1,0,1,7,6,9,0,1,1,0,4,1,10,1,1,0,0,5,2,True,False
13,2,1,1,1,6,5,8,0,1,0,0,4,0,12,2,1,0,1,6,4,8,0,1,0,0,4,0,True,True
